,challenge,understanding,inclusion,leadership,work,work_from_home,rights,burnout,issue,fatigue,awareness,skill,communication,result,learning,mental_health,discrimination,tolerance,advocacy,acceptance,new_normal,accessibility,lockdown,anxiety,depression,home_schooling,job,support,workplace,training,productivity,career,diversity,rest,pandemic,project,permanent,role,policy,isolation,meeting,task,employment,fear,recovery,compliance,balance,coaching,empathy,head,social_distancing,goal,position,manager,overload,accountability,deadline,shift,problem,target,management,routine,growth,remote_work,stress,commitment,online_learning,remote_learning,quarantine,mastery,mentorship,harassment,accommodation,resilience,discussion,shutdown,regulation,boss,feedback,standard,partnership,loneliness,coordinator,performance,development,direction,difficulty,frustration,law,break,oversight,equity,director,hours,dedication,collaboration,reopening,cooperation,rule,contract,leave,responsibility,office,sensory_environment,telecommuting,unemployment,sensitivity,achievement,guidance,virtual_work,containment,pressure,hurdle,team_leader,promotion,objective,occupation,expertise,chief,officer,virtual_meeting,ethics,freelance,flexibility,output,interaction,profession,fairness,obstacle,vacation,home_office,stability,honesty,efficiency,schedule,integrity,milestone,adjustment,vocation,supervisor,time_off,temporary,reliability,leisure,teamwork,boredom,uncertainty,appraisal,furlough,supervision,workload,lifting,assignment,advancement,cubicle,synergy,guideline,competency,desk,administrator,relaxation,procedure,health_crisis,loyalty,economic_impact,confinement,downtime,overtime,restriction,subordinate,digital_workspace,punctuality,outbreak,job_loss,online_platform,flexible_schedule,workstation,virtual_collaboration
2021-11-27,,2.0,10.0,1.0,9.0,,8.0,1.0,1.0,,5.0,,1.0,,7.0,10.0,,,2.0,2.0,,2.0,,2.0,4.0,,2.0,7.0,3.0,2.0,,,8.0,,,4.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,4.0,15.0,2.0,16.0,,5.0,,3.0,2.0,12.0,,1.0,,17.0,24.0,,,2.0,5.0,,3.0,,6.0,5.0,,4.0,16.0,7.0,4.0,,1.0,11.0,,1.0,2.0,,2.0,1.0,,2.0,,2.0,,,,,1.0,,,,,,2.0,1.0,,,,2.0,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,3.0,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,,4.0,25.0,2.0,19.0,,1.0,,2.0,,20.0,1.0,1.0,,19.0,23.0,,,5.0,4.0,,1.0,,4.0,,,4.0,22.0,13.0,4.0,,3.0,15.0,1.0,,5.0,,,,,2.0,,1.0,1.0,,,,3.0,1.0,,,3.0,,1.0,,,1.0,2.0,4.0,1.0,1.0,,,1.0,3.0,,,,,,,,2.0,,3.0,,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,,3.0,1.0,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2021-12-03,,2.0,26.0,1.0,25.0,,4.0,2.0,,,16.0,,1.0,,17.0,18.0,,,2.0,6.0,,8.0,,5.0,,,8.0,17.0,12.0,10.0,,7.0,18.0,1.0,,8.0,,3.0,,,1.0,,2.0,2.0,,,,1.0,2.0,2.0,,1.0,,3.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,,9.0,26.0,1.0,30.0,,3.0,2.0,,,15.0,,2.0,,20.0,22.0,,,2.0,4.0,,1.0,,6.0,1.0,,3.0,35.0,10.0,3.0,2.0,2.0,25.0,1.0,3.0,14.0,1.0,,1.0,,,1.0,1.0,,1.0,,2.0,4.0,1.0,,,1.0,2.0,,2.0,,1.0,2.0,3.0,,,,,,,1.0,,,,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,2.0,2.0,,1.0,,,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,4.0,1.0,,,,,,,,,,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10,,4.0,18.0,,11.0,1.0,,,2.0,,18.0,1.0,1.0,1.0,10.0,14.0,,,3.0,5.0,,1.0,,4.0,1.0,,2.0,9.0,4.0,5.0,,1.0,12.0,,2.0,3.0,,3.0,,1.0,,,,,3.0,,,,2.0,,,,,,2.0,1.0,,,,,,,3.0,,1.0,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,,2.0,8.0,5.0,11.0,,1.0,,,,14.0,,1.0,,8.0,12.0,,,,3.0,,1.0,,3.0,1.0,,,10.0,1.0,3.0,,,17.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,1.0,,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12,,2.0,22.0,,7.0,,1.0,,,,13.0,,1.0,,9.0,15.0,,,1.0,1.0,,1.0,,2.0,1.0,,1.0,9.0,3.0,,,1.0,19.0,,,,,1.0,1.0,,1.0,,,,1.0,,,4.0,4.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2021-12-18,,2.0,12.0,3.0,15.0,,1.0,2.0,,,10.0,,1.0,,6.0,8.0,,,,2.0,,1.0,,2.0,2.0,,1.0,5.0,5.0,,,2.0,6.0,,,2.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-24,,2.0,13.0,,7.0,,,,,,10.0,,1.0,1.0,10.0,11.0,,,,4.0,,,,2.0,2.0,,1.0,13.0,3.0,5.0,2.0,,7.0,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,3.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,,1.0,6.0,1.0,6.0,,,,,,8.0,,1.0,1.0,7.0,7.0,,,1.0,,1.0,,,2.0,1.0,,,9.0,3.0,,,,5.0,,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,,,,3.0,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,4.0,10.0,,11.0,,2.0,,,,8.0,,,1.0,9.0,25.0,2.0,,2.0,2.0,,,,6.0,6.0,,2.0,16.0,4.0,3.0,1.0,,9.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,3.0,13.0,,10.0,,1.0,,1.0,,11.0,,2.0,,10.0,12.0,,,1.0,5.0,,8.0,,10.0,11.0,,3.0,10.0,4.0,2.0,1.0,2.0,9.0,2.0,1.0,,2.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,3.0,10.0,,13.0,,,,2.0,,10.0,1.0,,,13.0,12.0,,,,8.0,,1.0,,3.0,2.0,,1.0,13.0,4.0,2.0,,,3.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,,2.0,11.0,1.0,10.0,,,,2.0,,9.0,,1.0,,9.0,13.0,,,1.0,2.0,2.0,,,,,,1.0,5.0,1.0,1.0,,,6.0,,,,,3.0,,,3.0,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,,4.0,8.0,,4.0,,1.0,1.0,,,10.0,,,,10.0,13.0,1.0,,3.0,5.0,2.0,,1.0,,2.0,,,7.0,3.0,3.0,,,7.0,1.0,,2.0,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,4.0,12.0,3.0,15.0,,,,2.0,,19.0,,2.0,1.0,7.0,24.0,,1.0,,5.0,,3.0,,6.0,2.0,,1.0,13.0,6.0,4.0,1.0,3.0,10.0,,1.0,2.0,,,,,2.0,,6.0,,1.0,,1.0,5.0,3.0,1.0,,4.0,1.0,1.0,2.0,,3.0,,2.0,,1.0,,,,1.0,,,3.0,,,,,,2.0,,,,,,,1.0,,,,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,4.0,17.0,2.0,14.0,,5.0,,3.0,,7.0,,2.0,,9.0,9.0,1.0,,2.0,4.0,1.0,2.0,,1.0,1.0,,3.0,14.0,3.0,2.0,,,6.0,,2.0,,,7.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,5.0,,,,,1.0,,,1.0,2.0,,2.0,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,,3.0,8.0,,11.0,,1.0,,1.0,,8.0,,,,11.0,8.0,1.0,,1.0,3.0,,1.0,,1.0,,,4.0,8.0,2.0,3.0,,,3.0,,,2.0,,2.0,1.0,,,,1.0,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2022-01-21,,5.0,18.0,3.0,18.0,,1.0,,1.0,1.0,12.0,1.0,,,18.0,15.0,2.0,,1.0,3.0,,4.0,,6.0,1.0,,1.0,16.0,9.0,5.0,,1.0,12.0,1.0,,5.0,,1.0,,,2.0,,5.0,,,,,3.0,2.0,1.0,,,,1.0,2.0,,1.0,,4.0,,2.0,,1.0,,,1.0,,,,,,,,,2.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,3.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2022-01-22,,1.0,10.0,3.0,10.0,,4.0,,3.0,,4.0,1.0,,1.0,6.0,6.0,,,4.0,3.0,,,,2.0,2.0,,1.0,5.0,5.0,1.0,1.0,,2.0,,,4.0,,1.0,,,,,2.0,1.0,,,,2.0,3.0,,,,,,,,,,3.0,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2022-01-26,,8.0,19.0,7.0,20.0,,5.0,,2.0,,14.0,,5.0,,14.0,36.0,2.0,1.0,3.0,3.0,,3.0,,5.0,3.0,,5.0,14.0,5.0,4.0,,5.0,18.0,,3.0,5.0,,1.0,,,1.0,1.0,6.0,,1.0,,1.0,3.0,5.0,1.0,,,,1.0,,,,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,4.0,,1.0,,3.0,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,,2.0,3.0,,2.0,1.0,4.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,,7.0,18.0,3.0,26.0,,2.0,,1.0,,23.0,1.0,3.0,,16.0,18.0,2.0,,2.0,8.0,,4.0,,6.0,3.0,,1.0,16.0,10.0,7.0,2.0,1.0,12.0,,2.0,5.0,,,,,1.0,,5.0,2.0,,,,3.0,3.0,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,6.0,1.0,1.0,,1.0,1.0,1.0,,,7.0,2.0,1.0,1.0,,,1.0,,4.0,,2.0,,,,,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2022-01-28,,5.0,23.0,2.0,25.0,,2.0,4.0,1.0,1.0,11.0,1.0,3.0,,5.0,16.0,,,2.0,8.0,,3.0,,2.0,3.0,,1.0,14.0,11.0,4.0,,2.0,24.0,,1.0,2.0,,,2.0,,,,2.0,1.0,,,,3.0,,,,,,,,,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,3.0,2.0,,,,,1.0,,,,,,,,,1.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
2022-01-30,,4.0,11.0,,3.0,,1.0,,1.0,,5.0,,2.0,,3.0,12.0,1.0,,2.0,2.0,,2.0,,5.0,2.0,,2.0,12.0,,2.0,,,22.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,5.0,,,,,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04,,7.0,12.0,4.0,20.0,,1.0,,4.0,,12.0,,2.0,1.0,7.0,9.0,1.0,,,5.0,,1.0,1.0,2.0,1.0,,1.0,29.0,8.0,8.0,1.0,1.0,10.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,,1.0,,4.0,1.0,,,,4.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,,1.0,6.0,1.0,17.0,,7.0,,4.0,,6.0,1.0,,,15.0,10.0,,,2.0,4.0,,2.0,,4.0,,,2.0,8.0,6.0,4.0,,1.0,8.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,2.0,,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,,12.0,15.0,1.0,23.0,,,1.0,,,9.0,,3.0,,13.0,15.0,1.0,,1.0,4.0,,5.0,,8.0,2.0,,2.0,17.0,13.0,8.0,1.0,2.0,8.0,,,7.0,,5.0,1.0,,,,3.0,,,,,1.0,4.0,,,,,,,,1.0,,2.0,,,,2.0,,2.0,,,,,,,,1.0,1.0,5.0,,,,,1.0,,,,,3.0,,,,,1.0,,,,,,,,,,,2.0,,1.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2022-02-11,,5.0,21.0,1.0,32.0,,,2.0,,,9.0,2.0,2.0,,20.0,25.0,1.0,,2.0,5.0,,2.0,,2.0,1.0,,,14.0,12.0,17.0,1.0,2.0,12.0,5.0,,6.0,,2.0,2.0,,1.0,1.0,5.0,,2.0,2.0,,,1.0,4.0,,3.0,1.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,3.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2022-02-13,,5.0,5.0,,9.0,,,,1.0,,8.0,,,,4.0,13.0,,,,4.0,,,,4.0,4.0,,,9.0,2.0,1.0,,1.0,2.0,,1.0,1.0,,,,,1.0,,,,2.0,,,,2.0,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14,,2.0,8.0,3.0,32.0,,1.0,1.0,1.0,,15.0,,1.0,,17.0,8.0,1.0,,1.0,6.0,,,,,,,1.0,21.0,6.0,9.0,,2.0,12.0,1.0,,2.0,,1.0,1.0,,2.0,2.0,1.0,,,,,8.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,4.0,,,,,1.0,2.0,,,,,1.0,,,,2.0,,4.0,1.0,2.0,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,,5.0,6.0,,6.0,,,,2.0,,7.0,,2.0,,2.0,6.0,1.0,,1.0,1.0,,,,2.0,2.0,,1.0,9.0,2.0,3.0,,,9.0,,,3.0,,,,,2.0,,2.0,,1.0,,,1.0,,1.0,,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,,2.0,25.0,,5.0,,,,1.0,,10.0,1.0,2.0,,3.0,6.0,,,1.0,3.0,,10.0,1.0,1.0,,,1.0,9.0,2.0,,,,5.0,,3.0,,,,,,,,1.0,,4.0,,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,,7.0,19.0,3.0,24.0,,,5.0,2.0,,17.0,,3.0,1.0,9.0,11.0,1.0,,,8.0,,10.0,,4.0,2.0,,5.0,5.0,9.0,3.0,1.0,,13.0,,1.0,2.0,,2.0,1.0,,2.0,,2.0,,1.0,,1.0,2.0,,1.0,,2.0,,,,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,,,,,1.0,,1.0,,3.0,,,,,,1.0,,,1.0,4.0,,,,,,,2.0,1.0,2.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25,,5.0,9.0,,15.0,,,,1.0,,8.0,,,,10.0,13.0,,,1.0,8.0,,,,4.0,2.0,,1.0,12.0,3.0,6.0,,1.0,4.0,,,3.0,,1.0,,,,,3.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,4.0,,,,1.0,,1.0,,,1.0,3.0,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,,2.0,,2.0,7.0,,2.0,,,,2.0,,,,6.0,8.0,,,1.0,4.0,,,,2.0,1.0,,,10.0,2.0,2.0,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2022-03-01,,6.0,20.0,2.0,21.0,,,,,,9.0,,3.0,,8.0,20.0,3.0,,2.0,3.0,,1.0,,4.0,1.0,,4.0,15.0,4.0,9.0,,4.0,6.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,2.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2022-03-05,,3.0,11.0,1.0,6.0,,9.0,2.0,,,14.0,,1.0,,4.0,10.0,,,,2.0,,3.0,,,1.0,,2.0,11.0,4.0,2.0,,,13.0,2.0,,3.0,,3.0,,,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,1.0,,,,3.0,,,1.0,2.0,,1.0,,,,5.0,2.0,,,1.0,4.0,,3.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,,6.0,7.0,2.0,13.0,,7.0,,1.0,,22.0,,6.0,,13.0,25.0,,,8.0,5.0,,3.0,,2.0,2.0,,7.0,14.0,7.0,4.0,,,13.0,2.0,1.0,2.0,,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,3.0,,3.0,,,,,,,,,,1.0,1.0,,,4.0,,1.0,,1.0,,1.0,,,,3.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,,4.0,5.0,,3.0,1.0,13.0,,1.0,,11.0,,1.0,,7.0,27.0,1.0,,1.0,7.0,,2.0,,2.0,,,4.0,12.0,2.0,2.0,3.0,2.0,4.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,2.0,,2.0,,,1.0,,,,,2.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,,5.0,27.0,2.0,19.0,,2.0,2.0,,,21.0,3.0,3.0,,15.0,11.0,2.0,1.0,1.0,16.0,,1.0,,2.0,1.0,,3.0,11.0,11.0,3.0,,6.0,23.0,1.0,3.0,5.0,,1.0,,,2.0,,2.0,3.0,,,,,4.0,1.0,,1.0,,,1.0,,,,1.0,,2.0,,1.0,,1.0,,2.0,,,,,,,,2.0,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,3.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04,,19.0,31.0,4.0,35.0,,1.0,,1.0,,102.0,3.0,2.0,,18.0,18.0,,,4.0,87.0,,,,4.0,2.0,,1.0,49.0,10.0,5.0,3.0,,21.0,1.0,2.0,3.0,,,3.0,,3.0,1.0,4.0,,,,,5.0,1.0,,,1.0,,,2.0,,,1.0,1.0,,,,1.0,,4.0,,,,,,,,,,6.0,,,3.0,1.0,,1.0,,,1.0,4.0,,,3.0,,2.0,,,,2.0,,2.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
